current_rest_link,review_date,review_comments,review_rating
k1su/qian-feng-zi-zhu-can,6/25/2021,菜色搭配其實蠻用心的，但衛生實在是不到我的標準，連續幾次用餐都在菜裡發現菜蟲及小小蟑螂（因為我有習慣會把便當的菜，再泡過熱水），當然不是只有這家有這問題，但連續幾次點餐都遇到，我以後不會再回購了。,1/5
k1su/qian-feng-zi-zhu-can,5/21/2021,鹽巴未均勻散開來 菜類有點鹹,4/5
k1su/qian-feng-zi-zhu-can,5/11/2021,物美價廉，口味也合胃口,5/5
k1su/qian-feng-zi-zhu-can,5/1/2021,肉很油，其他不錯,3/5
k1su/qian-feng-zi-zhu-can,4/22/2021,吃了幾次，習慣之後普普，肉還是油得不行就是了,3/5
k1su/qian-feng-zi-zhu-can,4/13/2021,主食超油，菜色廉價無味,1/5
k1su/qian-feng-zi-zhu-can,3/30/2021,很離譜三樣配菜一個玉米筍切片一個炒豆乾切片一個魯豆乾打開便當一點食欲也沒有，兩樣都豆乾是怎樣,3/5
k1su/qian-feng-zi-zhu-can,3/29/2021,好吃,5/5
k1su/qian-feng-zi-zhu-can,3/25/2021,好吃,5/5
k1su/qian-feng-zi-zhu-can,3/14/2021,排骨不太好吃，但是配菜蠻多樣的,4/5
k1su/qian-feng-zi-zhu-can,2/5/2021,好吃,1/5
k1su/qian-feng-zi-zhu-can,1/25/2021,便宜還不錯,5/5
k1su/qian-feng-zi-zhu-can,1/23/2021,菜沒有洗乾淨有菜蟲,5/5
k1su/qian-feng-zi-zhu-can,1/22/2021,配菜好吃，量多，飯足，老闆有用心經營，會再次購買,5/5
k1su/qian-feng-zi-zhu-can,1/20/2021,"Ok,不錯",5/5
k1su/qian-feng-zi-zhu-can,1/20/2021,好吃,5/5
k1su/qian-feng-zi-zhu-can,1/20/2021,好吃,1/5
k1su/qian-feng-zi-zhu-can,1/15/2021,菜色配得很爛,1/5
k1su/qian-feng-zi-zhu-can,1/14/2021,還不錯吃,5/5
k1su/qian-feng-zi-zhu-can,1/11/2021,好吃😋,5/5
k1su/qian-feng-zi-zhu-can,1/6/2021,好吃,5/5
k1su/qian-feng-zi-zhu-can,1/6/2021,餐點配菜份量充足，準備時間快速，每一種主餐都很美味可口，即使在營業時間最後20分鐘點餐，送來的便當依然沒有讓飢腸轆轆的我們失望，感謝店家經營的用心與努力，往後會繼續下單。業績長紅👏👏,5/5
k1su/qian-feng-zi-zhu-can,1/5/2021,份量多滿好吃,5/5
k1su/qian-feng-zi-zhu-can,1/4/2021,整體都不錯，可惜鯖魚不是薄鹽的，偏鹹,1/5
k1su/qian-feng-zi-zhu-can,12/30/2020,好吃,5/5
k1su/qian-feng-zi-zhu-can,12/27/2020,超值,5/5
k1su/qian-feng-zi-zhu-can,12/23/2020,配菜有青菜，份量蠻多，很不錯！,5/5
k1su/qian-feng-zi-zhu-can,12/15/2020,青菜類都梗，其他還可以,4/5
k1su/qian-feng-zi-zhu-can,12/14/2020,好吃,5/5
k1su/qian-feng-zi-zhu-can,12/8/2020,好吃,5/5
k1su/qian-feng-zi-zhu-can,12/7/2020,好吃😋,5/5
k1su/qian-feng-zi-zhu-can,12/7/2020,好吃又便宜 備註也有注意看 超級推,5/5
k1su/qian-feng-zi-zhu-can,12/5/2020,主食好吃，菜色美，量剛好，我喜歡,5/5
k1su/qian-feng-zi-zhu-can,12/5/2020,好吃，便宜，值得再買,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,10/9/2021,加麵了 結果麵只有半碗,2/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,10/9/2021,太油了,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,10/5/2021,料很少,3/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,9/16/2021,非常好吃,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,9/15/2021,"用料少，調味也很單調都胡椒味，蛋連半顆都不到，高麗菜兩三片，香腸也都是丁，沒什麼口感量又不多，竟然要價95,真的不推",2/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,9/7/2021,好吃,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,9/6/2021,非常讚👍,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,9/4/2021,東西好吃但是我說要餐具結果沒給🙂🙂🙂🙂,1/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,8/30/2021,部分偏鹹，感覺鹽巴沒有炒開,3/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,8/25/2021,好吃,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,8/23/2021,加料了！感覺跟沒加料一樣⋯,1/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,8/21/2021,飲料的冰塊好多,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,8/6/2021,外送的內容海鮮料都是小碎片，裡這樣要收$145有點坑人！,1/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,8/5/2021,湯品整個漏出 炒飯炒的好焦 真難吃,1/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,7/28/2021,沙茶羊肉燴飯 跟豬肉燴飯沒有放青菜炒改用玉米，總覺得少了一個味。,3/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,7/28/2021,😋好吃,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,7/25/2021,炒飯很大 很好吃,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,7/22/2021,有按照顧客要求製作食品，非常好😊,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,7/15/2021,我的飲料沒送達,4/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,7/13/2021,超難吃的，我訂了五個炒飯一個燴飯，多超難吃的，訂五湯，湯碗多破損，湯多只剩半碗，飯大家都只吃兩口就丟掉了，看評論還有4.6顆星，是騙人的吧！,1/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,7/10/2021,Ok,3/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,6/29/2021,平均每週吃一次，好吃！,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,6/29/2021,炒烏龍有點甜，吃到一半很膩吃不下去，菜脯蛋好吃，甘蔗青沒味道，不好喝,4/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,6/28/2021,超大份量！吃的好撐..飲料也超大杯👍,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,6/26/2021,好吃，份量足！,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,6/23/2021,料多實在～餐點沒有因為優惠而有任何差別～品質份量都一樣好👍,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,6/20/2021,好吃一直吃,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,6/16/2021,麵比較少，飯蠻多的,4/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,6/14/2021,蔥爆牛肉蓋飯的飯量夠，但主菜份量有點少...,4/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,6/10/2021,真的好吃～,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,6/9/2021,飯很乾很硬,1/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,6/9/2021,餐點備註都沒在看,3/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,6/9/2021,好吃量足,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,6/7/2021,口味超棒的～～～,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,6/7/2021,泰式炒麵的口味吃起來不像泰式。吃起來沒有泰式的香氣跟酸辣味。,4/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,6/5/2021,泰式海鮮炒麵超辣！好吃,4/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,5/30/2021,超好吃,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,5/25/2021,不專業的燴飯 不好吃,2/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,5/24/2021,炒飯加泡菜太辣太油.沒辦法吃.,2/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,5/22/2021,已吃過幾次，口味家人喜歡。,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,5/21/2021,不知道在吃什麼⋯,1/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,5/15/2021,炒麵怎麼用烏龍麵😂,4/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,5/15/2021,時間一拖再拖，感覺很差,1/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,5/13/2021,裡面的料太少,4/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,5/9/2021,連續兩次未加辣,4/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,5/6/2021,好吃,5/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,5/5/2021,整個大遲到 且外送員路程再地圖上明顯偏離我的地點,1/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,5/3/2021,5月2號 的外送餐點 真的第一次讓我等超過一個小時的 希望 可以再加強謝謝,3/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,5/3/2021,很入味，挺好吃👍🏻,4/5
z1vn/niu-niu-chao-fan-gao-xiong-re-he-dian,5/2/2021,可以啦！哪次不可以,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,10/13/2021,很好吃 店家會認真看備註 服務很好,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,9/26/2021,湯很多很好吃,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,9/20/2021,依舊是雞湯的首選,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,9/18/2021,👍,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,9/14/2021,每個湯品都超讚！,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,9/5/2021,好吃,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,8/20/2021,真的很好喝，雞肉沒有怪味，也很嫩不柴， 湯頭也很鮮甜，不油，非常推薦喔！,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,8/16/2021,好吃,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,8/15/2021,雞湯好喝,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,8/13/2021,ㄙ,3/5
a9hb/yi-ba-mi-ni-tu-ji-guo,8/12/2021,好吃,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,8/7/2021,剝皮辣椒雞，薑味太重，湯喝了會辣辣的，可以點其他的試試。,3/5
a9hb/yi-ba-mi-ni-tu-ji-guo,8/3/2021,好吃料又實在！,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,7/31/2021,湯頭很有味道！好好吃,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,7/29/2021,好喝是好喝只是偏貴有點鹹,3/5
a9hb/yi-ba-mi-ni-tu-ji-guo,7/21/2021,真材實料。雞湯湯頭好喝 剝皮辣椒炒蛋好吃 超推的。棒棒,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,7/17/2021,湯底好喝、肉質很嫩、餐點送達超快的,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,7/16/2021,湯品有點單調..,4/5
a9hb/yi-ba-mi-ni-tu-ji-guo,7/2/2021,裝湯的袋子有破會漏,2/5
a9hb/yi-ba-mi-ni-tu-ji-guo,6/24/2021,剝皮辣椒不夠軟,1/5
a9hb/yi-ba-mi-ni-tu-ji-guo,6/22/2021,價格貴，但很好吃,4/5
a9hb/yi-ba-mi-ni-tu-ji-guo,6/18/2021,剝皮辣椒雞湯超好吃,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,6/3/2021,很好吃的,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,5/23/2021,好吃,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,5/23/2021,香菇蛤蜊雞湯超級讚，湯裡面雞肉很多,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,5/10/2021,拌麵的醬汁可以在多一點,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,4/29/2021,雞湯麵好吃，雞腿肉很嫩,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,4/17/2021,東西不錯吃，但是有時候雞毛沒弄乾淨，希望能多注意,4/5
a9hb/yi-ba-mi-ni-tu-ji-guo,4/13/2021,東西好吃 但拖餐拖了半小時,1/5
a9hb/yi-ba-mi-ni-tu-ji-guo,4/2/2021,超推剝皮辣椒雞超好吃～回購N次👍,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,3/21/2021,雞肉飯跟肉燥飯讚讚超好吃！地瓜葉也好吃，但量有點少😢,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,3/9/2021,冬瓜茶超淡,1/5
a9hb/yi-ba-mi-ni-tu-ji-guo,2/23/2021,味濃香醇，好吃也好喝。,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,2/21/2021,冬瓜茶性價比極低，不符市場常規，有欺騙消費者之嫌,3/5
a9hb/yi-ba-mi-ni-tu-ji-guo,1/24/2021,好吃美味,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,1/23/2021,麵線有點過鹹,4/5
a9hb/yi-ba-mi-ni-tu-ji-guo,1/11/2021,好吃,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,1/11/2021,Very good!!!!!,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,1/4/2021,壹八土雞鍋湯頭鮮美+肉質鮮嫩多汁很棒的一間餐館～繼續保持唷❤️,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,12/30/2020,雞肉飯好吃,4/5
a9hb/yi-ba-mi-ni-tu-ji-guo,12/13/2020,等超久的............,1/5
a9hb/yi-ba-mi-ni-tu-ji-guo,12/12/2020,烏龍拌面好吃！！！！,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,11/30/2020,好吃,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,11/30/2020,番茄貴死了,1/5
a9hb/yi-ba-mi-ni-tu-ji-guo,11/29/2020,湯很好喝👍🏻,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,11/25/2020,手工麵好像放太久有味道,3/5
a9hb/yi-ba-mi-ni-tu-ji-guo,11/23/2020,蒜頭雞湯很棒,4/5
a9hb/yi-ba-mi-ni-tu-ji-guo,11/21/2020,湯有點太鹹但肉滿嫩不錯吃,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,11/21/2020,好吃😋,5/5
a9hb/yi-ba-mi-ni-tu-ji-guo,11/20/2020,外帶的肉燥飯份量可以多點，都漲家了,2/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,10/13/2021,感覺外帶的湯比較油一些，還是好吃,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,10/11/2021,湯太熱把袋子熔破洞了,4/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,9/29/2021,好吃，重點是包裝非常用心，完全沒有外漏,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,9/18/2021,香菇雞的香菇酸了,1/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,9/1/2021,好吃，份量足,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,8/26/2021,好吃,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,8/20/2021,不知道是否有放味素？喝完稍微有放味素的反應,4/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,8/15/2021,湯汁漏啦漏啦,3/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,8/8/2021,超好吃,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,8/6/2021,沒綁緊，湯漏到處都是,3/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,8/6/2021,餐點很好吃，但有註明不要蒜，但高麗菜來充滿了蒜味，其他都很棒,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,7/31/2021,好吃,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,7/30/2021,很棒,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,7/27/2021,這次的蔥不到多多,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,7/20/2021,有註明不要胡椒，可惜還是加了一些,3/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,7/1/2021,量滿多的，很香、也不錯吃，但雞肉飯有一點點太多雞油,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,7/1/2021,好吃，加肉之後肉很多,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,6/28/2021,袋子破了湯汁都流出來,3/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,6/26/2021,辣拌烏龍好吃，這個醬也適合拌麵線，好吃,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,6/26/2021,非常美味,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,6/25/2021,不錯吃，湯頭自然,4/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,6/23/2021,餐點不錯吃的店家。,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,6/13/2021,訂很多次了超好吃，雞湯都很好喝，我家孩子每個禮拜至少喝兩次，雞肉新鮮，包裝也不錯湯都不會漏出來,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,6/9/2021,好吃，但希望別用塑膠袋裝了～因為高溫整個袋子都變形了啊～～我看好幾個人評價也這麼說過,4/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,5/30/2021,好吃,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,5/25/2021,包裝完整 餐點美味～,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,5/25/2021,好吃，但希望可以湯可以直接裝碗不要裝塑膠袋,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,4/25/2021,建議熱湯不要用塑膠袋包裝，收到時塑膠袋已破洞捲曲,3/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,4/20/2021,沒有餐具,2/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,4/6/2021,雞肉好吃，但是點了不辣的麵來了辣的麵 🥲,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,4/1/2021,建議熱湯使用紙碗裝，別用塑膠袋,4/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,2/17/2021,新鮮好吃,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,1/23/2021,裝熱湯的塑膠袋是否不符合溫度限定標準呢？熱湯都把袋子融化了⋯⋯,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,1/4/2021,湯頭好喝,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,12/9/2020,湯頭棒，料很多，蠻讚的唷！,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,12/9/2020,份量真的很少,2/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,11/29/2020,好吃！,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,11/16/2020,裝湯袋子有破洞嗎有點露出來,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,11/14/2020,內用都可以調整辣度、外帶備註都形同虛設,4/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,11/1/2020,店家還好，服務軟體不好,1/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,10/9/2020,肉少，雞肉柴，太貴,2/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,9/28/2020,好吃,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,9/7/2020,好吃但偏貴,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,8/25/2020,熱湯裝塑膠帶很討厭,1/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,8/14/2020,130的湯，肉沒幾塊，湯只有半碗,2/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,7/19/2020,太好吃了,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,6/28/2020,醬料臭酸，向店家反應後，卻堅稱是特製醬料,1/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,6/28/2020,好吃！,5/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,6/24/2020,燒酒雞 不知道是酒量添加過頭還是原本口味就是這樣？ 酒味過重無法喝下肚,2/5
d5rx/ba-ba-mi-ni-tu-ji-guo-gao-xiong-shi-quan-dian,6/20/2020,超好吃 超好喝,5/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,8/7/2021,好吃，價格合理，包裝嚴實,5/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,7/23/2021,炒泡麵雖然份量很多，但沒有味道，紅茶牛奶味道也很淡,1/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,7/22/2021,好吃～,5/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,7/21/2021,難吃還加了三色豆 標示有海鮮 可是根本沒有,1/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,7/19/2021,東西不是煮熟了就好吃欸,1/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,12/7/2020,速度慢,1/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,11/30/2020,少了一杯紅茶,1/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,10/10/2020,外帶自己去拿的 時間過了10分等就算了 態度也沒很好 不會在訂這家⋯⋯,1/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,10/10/2020,炒泡麵，太清淡了些.. 味道偏甜,4/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,10/1/2020,速度很快 食物份量很足,5/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,8/15/2020,外送員少給我飲料⋯吸管掉在地上還不知道ಠ_ಠ 有問題打給店家 人很親切！份量蠻夠的👍,5/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,6/6/2020,份量很多,5/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,6/4/2020,炒泡麵做錯給成鍋燒意麵，希望下次出餐之前確認一下,4/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,5/21/2020,金蘋果綠茶跟水一樣==,1/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,4/27/2020,速度慢還按錯電鈴,5/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,4/26/2020,紅茶太甜了整杯都冰塊,3/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,4/23/2020,口味實在有待加強,2/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,4/22/2020,還不錯,5/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,4/15/2020,沒有使用到第一次消費的折扣100元 能否再次使用呢？,4/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,1/14/2020,海鮮鍋燒沒有海鮮..只有一小隻蝦，料也少～但味道不錯！ 外送人員沒注意看備註QQ還好沒被主管罵,3/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,11/20/2019,湯跟麵有分開包，蠻好吃的，飲料紅茶牛奶好喝～,5/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,11/5/2019,圖文不符，超長熱狗一支45元，我還以為是兩支價格，太扯,2/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,6/19/2019,加飯醬太少害我以為我點的是便當,1/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,6/17/2019,這次的沒有前幾次好吃,2/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,6/16/2019,豆乳雞很乾 薯條爛爛的 意麵叫他別加沙茶還是加了,2/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,6/12/2019,炒泡麵好吃，但冬瓜茶喝起來像濃縮的...口感奇怪,4/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,4/26/2019,好吃,5/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,4/10/2019,和吃,5/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,4/4/2019,咖啡鍋燒丸類有異味，整體而言味道太淡,3/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,3/2/2019,難吃又貴,1/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,1/26/2019,鮮奶茶很好喝🖤,5/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,1/15/2019,好吃不貴，紅茶稍甜~,4/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,12/28/2018,咖喱飯中藥味很重 豬排很薄 但其他東西還不錯夠鹹,3/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,11/24/2018,湯稍鹹一點，其他都很不錯,5/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,10/31/2018,豆乳雞很香 但平均餐點稍鹹,4/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,9/21/2018,鍋燒料少,3/5
y4jo/sun-moon-fu-gu-hong-cha-bing-gao-xiong-zheng-xing-zong-dian,9/17/2018,就說不要洋蔥了吼還給我一堆 誰會想要在鍋燒裡面吃到三色豆？？ 寫紅茶去冰但是裡面有冰塊？？ 錯得徹底 你真的不懂烹飪,1/5
